,House Title,Location,Date,Link,Price,Bedrooms,Sqft,House Description
170,2 Bedroom & 2 Bathroom Spectacular Views of Metrotown,N/A,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-2-bedroom-2-bathroom/6950028024.html,2300,2,858,"

QR Code Link to This Post


1606 4118 Dawson Street, Burnaby

Location! Location! Location! TANDEM quality built by Anthem. Upper level SE facing corner unit with 2 bedroom & 2 bathroom. Spectacular unobstructed views of Metrotown, Jim Lorimer Park and beyond from your private, covered & corner balcony. Conveniently located within steps to Skytrain, Costco, Restaurants, and Brentwood Mall. Great floor plan with bedrooms separated and both bathrooms ensuite. Don't miss this incredible home. 

Features:
- 1 Kitchen
- 1 Living Room
- 1 Dining Room
- 2 Bedroom
- 2 Bathroom

What else is included:
- Clothes Washer
- Dryer
- Fridge
- Stove
- Dish Washer
- Window Coverings
- 1 Parking
- 1 Locker

Preference will go to those who can provide:
- Good References
- Proof of work or Record of Employment (or student with financial banking)
- Credit check upon request
- Someone who is quiet and respectful
- People who are non-smokers
- People with no pets

Price per month: $2,400

Availability:
Available September 1st, 2019 for a minimum one year lease.

If interested for viewing.
- Please schedule a showing through email or text message
- Email - Peter at  show contact info

*Please specify the location and unit (recommend to include the craigslist link)
*Please include a basic bios, contact information and availability to schedule a showing time.

Jovi Realty Inc
201-2010 E 48th Ave 
Vancouver | BC V5P 1R8

Disclaimer: The above information, while deemed to be correct, is not guaranteed. Suites are not furnished as depicted in photos. Pictures and views are of display suites only.

- TANDEM quality built by Anthem. 860尺东南朝向角房, 两房两位.交通方便,购物便利,步行即可到达Skytrain车站以及Costco.

特征：
1 间起居室
1 厨房
1 餐厅
2 间卧室
2 卫生间
1 Den
1 储存柜
1 停车位

还包括什么：
- 洗衣机
- 烘干机
- 冰箱
- 洗碗机
- 炉子
- 窗户罩

优先考虑的是那些可以提供：
- 很好的参考
- 工作证明或就业记录 （或有金融银行证明的学生）
- 根据要求提供信用检查
- 一个安静和尊重他人的人
- 非吸烟者
- 没有宠物的人

月租$2300 CAD

可用性：
2019年9月1日出租，至少一年的租约。

如果有兴趣观看。
-请通过电子邮件安排展示
-电子邮件 - Peter at  show contact info

*请指定位置和单位（包括craigslist链接）
*请提供基本简介，联系信息和可用性，以安排展示时间。

免责声明：以上信息虽然被证实是正确的，但不能保证。套房未按照照片中的描述进行布置。图片和视图仅用于展示套件。

"
171,2 BEDROOMS AND HUGE LIVING ROOM,North Burnaby,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/coquitlam-2-bedrooms-and-huge-living/6947622433.html,2300,,1250,"

QR Code Link to This Post


Spacious 1250 sqft, 2  bedrooms, 1 bathroom, On the first floor(garden level) of a house
The kitchen is huge and can be used as a family area so the living room can be used as the third bedroom
South facing with lots of natural light
Spacious living room. 
Separate entrance. 
Separate washer and dryer. 
Gorgeous yard 
Bus stop right in front of the unit, 5 minuets walk to Sperling skytrain station. 
Close to SFU , BCIT and Sperling elementary school, transit, shopping mall. 
Perfect for students and families. 
Available September 1st.
All utilities included(electricity, heat, WiFi...) 
No smoking, no pets
Please message me to arrange a showing, cell phone #  show contact info
"
172,Metrotown 2 bed basement suite private 1 Sept,Metrotown,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-metrotown-2-bed-basement-suite/6944609380.html,1688,2,800,"

QR Code Link to This Post


2 bedroom basement suite in 3 year old house.  CLOSE to everything in Metrotown:  walk to skytrain and the mall.  Private entrance and laundry.  Pay for your own utilities.  Park on street.  Comes with some furniture:  sectional couch, oak dinette with 4 chairs, one queen size bed and a small oak corner shelving unit.    "
173,Holdem Station 7min walk  / close to restaurants +  grocery store,Brentwood,5-Aug,https://vancouver.craigslist.org/bnc/roo/d/burnaby-holdem-station-7min-walk-close/6930557046.html,625,,,"

QR Code Link to This Post


1 Bedroom 
Basement 
Big room 
Shared with 2 other female students 

Wifi included
Utilities included 
Laundry + dryer included 

Can be furnished with
1 Bed
1 Desk
1 Dresser
Will provide mini fridge in room 

No pets 
please email me and provide some info about yourself such as if youre a student or working or other. 


"
174,"2br 1ba Ground Level suite, close 95 bus fast to DT & SFU",Hastings and kensington,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/2br-1ba-ground-level-suite-close-95-bus/6944316071.html,1540,2,,"

QR Code Link to This Post


One year new house, renovation completed 2 Br 1 Bath with private laundry ,Ground level bright furnished suite, Popular location, nice quiet neighborhood.

1)  Easy transport with 3 minutes walk to the 95 bus stop and 9 minutes bus arrive to SFU,  30 minutes to Downtown Vancouver, 

2)  Close to all the amenities, Kensington mall just behind to get all your needs,

3) Including :wifi and private laundry,  furnished .not including winter time hydro. not fit for some one with  a lots own furniture.

4) Looking for students, have to be quite,nice and Must be clean, tidy, respectful! absolutely neat who well taking care the suite ,No parties, drinking, smoking, drugs,  no any kind of smoker, no pet.

5)good for short term 8 months to longer rental  . Good credits and strong Financing support are must.
    contact me if you like.




"
175,One bedroom plus den @ Marquis Grand,Brentwood / North Burnaby,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-one-bedroom-plus-den-marquis/6950019105.html,1950,1,856,"

QR Code Link to This Post


**AVAILABLE OCTOBER 1St.**

One bedroom plus den at the “MARQUIS GRANDE” 
Large covered balcony
One assigned underground parking stall and one locker.
Stainless steel appliances
Granite counters
Hardwood floors in main living area.
in-suite laundry
Outdoor pool
Gym facility, sauna, steam room.
Steps away from Skytrain and Brentwood Mall.

MINIMUM ONE YEAR LEASE
NO SMOKING 
NO PETS
REFERENCES AND CREDIT CHECK REQUIRED
TENANT INSURANCE IS REQUIRED
UTILITIES ARE THE RESPONSIBILITY OF TENANT.
Home #  show contact info

Cell #  show contact info




"
176,DT New West - 1 bed Suite incl. Heat & H/W-Avail Sep. 1!(338 Agnes St),"Agnes Street,  New Westminster, 4th Street",5-Aug,https://vancouver.craigslist.org/bnc/apa/d/new-westminster-dt-new-west-1-bed-suite/6950004226.html,1295,1,630,"

QR Code Link to This Post



www.transpacificrealty.comTranspacific Realty Advisors

ARABELLE APARTMENTS - 338 Agnes Street, New Westminster
Unfurnished 1 Bedroom, 1 Bathroom suite - $1,295 per month - Available Sept. 1st!

We have an unfurnished one bedroom, one bathroom suite available Sept. 1st.  The suite is located on the top floor in a two-storey low rise building, just steps away from Columbia Skytrain Station and historical Columbia Street.  With its central location, Arabelle Apartments, provides all the comforts you need within easy walking distance.  You can explore all the charming shops, galleries and cafes that New West has to offer, or take a leisurely walk along the riverfront boardwalk and visit the Westminster Quay Public Market.  

Features and amenities:
• Fridge, Stove and Microwave
• Vinyl Plank Flooring
• Window Blinds
• Heat and Hot water included
• Coin laundry facilities on site
• Walking distance to Transit, Columbia and New West skytrain stations

We require the following:
o Credit check and Landlord references 
o Proof of income/Employment needed
o One year lease mandatory!

Sorry, NO Smoking and NO Pets permitted!

For additional information, please contact Mike McLellan at  show contact info
 to arrange for a viewing.Please no emails and no texts! "
177,One bedroom private suite,N/A,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-one-bedroom-private-suite/6950001979.html,1000,1,,"

QR Code Link to This Post


Private one bedroom basement unit for rent starting August 15 or earlier. The rent also includes utilities except internet. The unit is not furnished and about 9 months lease to begin with. The unit has a private entrance. The unit does not have a living room. The private unit has a big size bedroom, kitchen and washroom. The laundry is shared with other units in the common laundry room. 

Suitable for single occupant only and no pets please

Credit and reference checks required.    "
178,One 1 bedroom basement suite Burnaby near BCIT for rent,Burnaby,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-one-1-bedroom-basement-suite/6941004610.html,1250,1,600,"

QR Code Link to This Post


1 bedroom 1 bathroom basement suite for rent near BCIT.

Located in the highly desirable Central Burnaby neighbourhood, this location is central location close to BCIT, SFU, and Metrotown.

Great Features-
- Clean and 5-year-old Home
- Private entrance
- Rent -1250 
- Very Close to Public Transportation. 3 minute walk to Canada Way for Bus to New Westminster Station or Brentwood Station.
- Close to Metrotown 
- Close to BCIT and SFU. 14-minute drive to SFU, 4 minutes to BCIT, 
- Available now
- Close to Burnaby Central Secondary school.
- Easy Access to Downtown Vancouver
- Minimum 1 Year Lease required 
- No Pets
- No Smoking
- No in-suite laundry 

Our ideal tenants are quiet, clean and responsible working professionals or students. This is a very quiet and friendly neighbourhood. We hope you will love and enjoy living in your new home.

If you believe this is the right home for you, we'd love to hear from you!

Please CONTACT US tell us a little about yourself/yourselves including your work/employment history.

Thank you for your interest, we will reply promptly to all inquiries!

* All potential applicants must authorize a Tenant Background Check and provide references from the current landlord.    "
179,Burnaby One 1 bedroom basement suite near Brentwood and BCIT for rent,Burnaby,5-Aug,https://vancouver.craigslist.org/bnc/apa/d/burnaby-burnaby-one-1-bedroom-basement/6928106931.html,1250,1,600,"

QR Code Link to This Post


1 bedroom 1 bathroom basement suite for rent near BCIT.

Located in the highly desirable Central Burnaby neighbourhood, this location is central location close to BCIT, SFU, and Metrotown.

Great Features-
- Clean and 5-year-old Home
- Private entrance
- Rent -1250 
- Very Close to Public Transportation. 3 minute walk to Canada Way for Bus to New Westminster Station or Brentwood Station.
- Close to Metrotown 
- Close to BCIT and SFU. 14-minute drive to SFU, 4 minutes to BCIT, 6 minutes to EA Sports.
- Available from August 1, 2019
- Close to Burnaby Central Secondary school.
- Easy Access to Downtown Vancouver
- Minimum 1 Year Lease required 
- No Pets
- No Smoking
- No in-suite laundry 

Our ideal tenants are quiet, clean and responsible working professionals or students. This is a very quiet and friendly neighbourhood. We hope you will love and enjoy living in your new home.

If you believe this is the right home for you, we'd love to hear from you!

Please CONTACT US tell us a little about yourself/yourselves including your work/employment history.

Thank you for your interest, we will reply promptly to all inquiries!

* All potential applicants must authorize a Tenant Background Check and provide references from the current landlord.    "
